"@timestamp","@version",context,"data_stream.dataset",type,response,request,path,metrics,method,message,"logger_name",level,latency,host,"extra_data","data_stream.type","data_stream.namespace","event.original","_id","_index","_score"
"Aug 20, 2024 @ 01:02:09.917",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.9846956027830789,""x2"":-3.059999024399767,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 1.9846956027830789, ""x2"": -3.059999024399767, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.917Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0007097721099853516, ""request"": ""{\""x1\"": 1.9846956027830789, \""x2\"": -3.059999024399767, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.9846956027830789,\""x2\"":-3.059999024399767,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","6kCXbpEBFxHMiGpb1i_M",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.915",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.431246656464631,""x2"":-4.476927759845173,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 2.431246656464631, ""x2"": -4.476927759845173, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.915Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0007870197296142578, ""request"": ""{\""x1\"": 2.431246656464631, \""x2\"": -4.476927759845173, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.431246656464631,\""x2\"":-4.476927759845173,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","IkCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.912",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.033231514398723,""x2"":-4.894340356090813,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 2.033231514398723, ""x2"": -4.894340356090813, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.912Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0007004737854003906, ""request"": ""{\""x1\"": 2.033231514398723, \""x2\"": -4.894340356090813, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.033231514398723,\""x2\"":-4.894340356090813,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","mkCXbpEBFxHMiGpb1i-d",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.909",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.4411632356371396,""x2"":-2.1662335897480336,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 2.4411632356371396, ""x2"": -2.1662335897480336, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.909Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0008041858673095703, ""request"": ""{\""x1\"": 2.4411632356371396, \""x2\"": -2.1662335897480336, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.4411632356371396,\""x2\"":-2.1662335897480336,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","ckCXbpEBFxHMiGpb1i-a",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.907",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.1536382249101287,""x2"":-4.727206091941479,""tag"":""test_drift""},""prediction"":[0.0]}","{""x1"": 1.1536382249101287, ""x2"": -4.727206091941479, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.907Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0007288455963134766, ""request"": ""{\""x1\"": 1.1536382249101287, \""x2\"": -4.727206091941479, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.1536382249101287,\""x2\"":-4.727206091941479,\""tag\"":\""test_drift\""},\""prediction\"":[0.0]}""}","hkCXbpEBFxHMiGpb1i-d",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.905",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.4023051337264345,""x2"":-4.996230469285785,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 2.4023051337264345, ""x2"": -4.996230469285785, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.905Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005311965942382812, ""request"": ""{\""x1\"": 2.4023051337264345, \""x2\"": -4.996230469285785, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.4023051337264345,\""x2\"":-4.996230469285785,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","W0CXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.903",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.5652515318441094,""x2"":-4.673397892524964,""tag"":""test_drift""},""prediction"":[0.0]}","{""x1"": 0.5652515318441094, ""x2"": -4.673397892524964, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.903Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0007102489471435547, ""request"": ""{\""x1\"": 0.5652515318441094, \""x2\"": -4.673397892524964, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.5652515318441094,\""x2\"":-4.673397892524964,\""tag\"":\""test_drift\""},\""prediction\"":[0.0]}""}","NkCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.901",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.29104312346523664,""x2"":-2.687783353276009,""tag"":""test_drift""},""prediction"":[0.0]}","{""x1"": 0.29104312346523664, ""x2"": -2.687783353276009, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.901Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0007910728454589844, ""request"": ""{\""x1\"": 0.29104312346523664, \""x2\"": -2.687783353276009, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.29104312346523664,\""x2\"":-2.687783353276009,\""tag\"":\""test_drift\""},\""prediction\"":[0.0]}""}","T0CXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.899",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.6665937220756235,""x2"":-4.045013461781064,""tag"":""test_drift""},""prediction"":[1.0]}","{""x1"": 1.6665937220756235, ""x2"": -4.045013461781064, ""tag"": ""test_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.899Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0006785392761230469, ""request"": ""{\""x1\"": 1.6665937220756235, \""x2\"": -4.045013461781064, \""tag\"": \""test_drift\""}"", ""tag"": ""test_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.6665937220756235,\""x2\"":-4.045013461781064,\""tag\"":\""test_drift\""},\""prediction\"":[1.0]}""}","zECXbpEBFxHMiGpb1i_I",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.896",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":3.040350588703728,""x2"":-0.17853859823990859,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 3.040350588703728, ""x2"": -0.17853859823990859, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.896Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005316734313964844, ""request"": ""{\""x1\"": 3.040350588703728, \""x2\"": -0.17853859823990859, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":3.040350588703728,\""x2\"":-0.17853859823990859,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","rUCXbpEBFxHMiGpb1i-n",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.894",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.441128040050889,""x2"":0.25688646038094465,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 0.441128040050889, ""x2"": 0.25688646038094465, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.894Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005750656127929688, ""request"": ""{\""x1\"": 0.441128040050889, \""x2\"": 0.25688646038094465, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.441128040050889,\""x2\"":0.25688646038094465,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","y0CXbpEBFxHMiGpb1i_I",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.892",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.7790564061994097,""x2"":0.5864928850139306,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 0.7790564061994097, ""x2"": 0.5864928850139306, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.892Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004851818084716797, ""request"": ""{\""x1\"": 0.7790564061994097, \""x2\"": 0.5864928850139306, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.7790564061994097,\""x2\"":0.5864928850139306,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","DUCXbpEBFxHMiGpb1i-V",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.890",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.2782031455435985,""x2"":0.5272221796244436,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 0.2782031455435985, ""x2"": 0.5272221796244436, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.890Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004956722259521484, ""request"": ""{\""x1\"": 0.2782031455435985, \""x2\"": 0.5272221796244436, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.2782031455435985,\""x2\"":0.5272221796244436,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","6UCXbpEBFxHMiGpb1i_M",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.888",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.7399602972945711,""x2"":0.5518123950097624,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 0.7399602972945711, ""x2"": 0.5518123950097624, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.888Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.00047206878662109375, ""request"": ""{\""x1\"": 0.7399602972945711, \""x2\"": 0.5518123950097624, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.7399602972945711,\""x2\"":0.5518123950097624,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","IUCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.887",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.42459692685865813,""x2"":0.5332683243367939,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 0.42459692685865813, ""x2"": 0.5332683243367939, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.887Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004868507385253906, ""request"": ""{\""x1\"": 0.42459692685865813, \""x2\"": 0.5332683243367939, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.42459692685865813,\""x2\"":0.5332683243367939,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","mUCXbpEBFxHMiGpb1i-d",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.885",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":2.4682661782918602,""x2"":1.3525518979320876,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 2.4682661782918602, ""x2"": 1.3525518979320876, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.885Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004723072052001953, ""request"": ""{\""x1\"": 2.4682661782918602, \""x2\"": 1.3525518979320876, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":2.4682661782918602,\""x2\"":1.3525518979320876,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","cUCXbpEBFxHMiGpb1i-a",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.883",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.7567308489589475,""x2"":3.0682358944516395,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 0.7567308489589475, ""x2"": 3.0682358944516395, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.883Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005247592926025391, ""request"": ""{\""x1\"": 0.7567308489589475, \""x2\"": 3.0682358944516395, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.7567308489589475,\""x2\"":3.0682358944516395,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","hUCXbpEBFxHMiGpb1i-d",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.881",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":0.09349338105841387,""x2"":1.3464740437253528,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 0.09349338105841387, ""x2"": 1.3464740437253528, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,0,"DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.881Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0004913806915283203, ""request"": ""{\""x1\"": 0.09349338105841387, \""x2\"": 1.3464740437253528, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":0.09349338105841387,\""x2\"":1.3464740437253528,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","WUCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.880",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.9292171925926183,""x2"":1.3088624380828757,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 1.9292171925926183, ""x2"": 1.3088624380828757, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.880Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005280971527099609, ""request"": ""{\""x1\"": 1.9292171925926183, \""x2\"": 1.3088624380828757, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.9292171925926183,\""x2\"":1.3088624380828757,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","NUCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
"Aug 20, 2024 @ 01:02:09.877",1,null,generic,logstash,"{""message"":""Prediction successful"",""input_data"":{""x1"":1.9388251987959628,""x2"":-0.8748825527999697,""tag"":""test_no_drift""},""prediction"":[1.0]}","{""x1"": 1.9388251987959628, ""x2"": -0.8748825527999697, ""tag"": ""test_no_drift""}","/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py","-",POST,"Log Data","python-logstash-logger",INFO,"0.001","DESKTOP-7CGFAPL","-",logs,default,"{""@timestamp"": ""2024-08-20T07:02:09.877Z"", ""@version"": ""1"", ""message"": ""Log Data"", ""host"": ""DESKTOP-7CGFAPL"", ""path"": ""/home/bubu/CF-classes/CodigoFacilito-Drift-Detection/api/middleware.py"", ""tags"": [], ""type"": ""logstash"", ""level"": ""INFO"", ""logger_name"": ""python-logstash-logger"", ""latency"": 0.0005214214324951172, ""request"": ""{\""x1\"": 1.9388251987959628, \""x2\"": -0.8748825527999697, \""tag\"": \""test_no_drift\""}"", ""tag"": ""test_no_drift"", ""method"": ""POST"", ""response"": ""{\""message\"":\""Prediction successful\"",\""input_data\"":{\""x1\"":1.9388251987959628,\""x2\"":-0.8748825527999697,\""tag\"":\""test_no_drift\""},\""prediction\"":[1.0]}""}","TUCXbpEBFxHMiGpb1i-W",".ds-logs-generic-default-2024.08.20-000001",0.025
